,AICW_score,AICW_rank,FUCOM_score,FUCOM_rank,LBWA_score,LBWA_rank,MEREC_score,MEREC_rank,SD_score,SD_rank
94346,0.18856032600070702,181.0,0.18219356080088198,178.0,0.16610717182004345,185.0,0.04694090538461324,165.0,0.1872694847310096,177.0
94337,0.15919013114114797,204.0,0.16890462681408575,196.0,0.1432249972865351,198.0,0.046132327378915976,171.0,0.18973230016988307,175.0
94344,0.18353495504747488,187.0,0.17742909286973949,188.0,0.16288807419917692,187.0,0.04658725008745843,168.0,0.18404724207714596,180.0
94340,0.16725001244088644,197.0,0.18074349786484561,183.0,0.14941435983229845,194.0,0.04033718422225689,197.0,0.18704361024754823,178.0
91897,0.24030292866157865,122.0,0.2106600794487676,136.0,0.212964484606947,112.0,0.04428231451221176,183.0,0.20278409064858616,158.0
96942,0.21920057143002508,147.0,0.17679391098945213,189.0,0.1725010912105598,175.0,0.06965372778609359,109.0,0.20664930858299302,155.0
106639,0.4286628217892457,5.0,0.5380133734689363,5.0,0.47683185695131425,3.0,0.4202276742021823,6.0,0.5679769704530182,8.0
117090,0.3613066461911175,15.0,0.4750559133356286,7.0,0.4029288170528056,8.0,0.3881579576496067,8.0,0.5322214088113668,13.0
93023,0.5481048414697849,1.0,0.5637964662089243,3.0,0.5215075350522225,1.0,0.30523956733242685,14.0,0.6844917884502421,3.0
93284,0.19417833087908976,173.0,0.20279399492835526,155.0,0.16796880073825088,182.0,0.05489040839136551,145.0,0.22941913144597428,122.0
94853,0.10266022574795913,214.0,0.1318838218744013,208.0,0.08738537587741949,214.0,0.021761447493457525,210.0,0.12373040854296671,206.0
96759,0.23757260352718945,125.0,0.24632847768647495,79.0,0.2217817978834638,98.0,0.10458334448934922,70.0,0.33483836846823617,40.0
146878,0.16047556352136882,200.0,0.1255283172634259,209.0,0.11537507232701942,209.0,0.01733148511352531,212.0,0.09099578095535468,209.0
95916,0.18214901399066247,188.0,0.22703016259915085,107.0,0.17891452151227039,166.0,0.10034295240559121,73.0,0.32356105733210594,41.0
94847,0.2667630716731868,87.0,0.2541359167502506,68.0,0.2344515380967648,81.0,0.07489253666053756,98.0,0.28485661052475203,53.0
117093,0.28064145781401345,67.0,0.39726298708481605,18.0,0.31660070366018234,24.0,0.29700068337294305,15.0,0.5641588684324857,9.0
147022,0.27963014732006725,70.0,0.204831313389288,150.0,0.21273406495182065,113.0,0.08913397943591105,81.0,0.2362194170189039,110.0
117419,0.3187175444370912,32.0,0.26984564356230156,55.0,0.2709947865621876,45.0,0.06303603472493138,120.0,0.26581814339360266,70.0
96770,0.1723703165319467,193.0,0.10386818284693852,214.0,0.1304217076517902,205.0,0.01852839684590249,211.0,0.07419264025977922,214.0
154830,0.22559587442263473,136.0,0.1553528259112054,201.0,0.1826274211134657,159.0,0.20085984120631417,28.0,0.14638498631214603,200.0
95606,0.1898624234916439,179.0,0.19896033016945258,160.0,0.16667209272310982,184.0,0.059882476993347714,130.0,0.23643396974870037,108.0
106557,0.2497902994717297,105.0,0.23558046398446217,92.0,0.20993529653357912,118.0,0.0796415667676701,87.0,0.2805040040224117,57.0
117539,0.24513364889350953,112.0,0.23189435660633337,99.0,0.20707811833617884,122.0,0.0768222547375649,92.0,0.27761390124460306,60.0
95586,0.21156679344721482,159.0,0.21780050815913748,127.0,0.18046101950686574,163.0,0.06891875866379052,110.0,0.25036500911729925,89.0
94154,0.21618746826560148,153.0,0.221900128895484,114.0,0.1835487941650307,158.0,0.07177106926566643,105.0,0.2533991137562132,83.0
91402,0.27899841105321815,71.0,0.25987019612053025,62.0,0.23156272562275415,85.0,0.12477465262622789,53.0,0.3002643874765382,45.0
10935,0.28590899901670963,61.0,0.21058853906981065,137.0,0.21690832177761177,104.0,0.09211295720285143,79.0,0.2402111704790793,103.0
106556,0.31153928618815246,36.0,0.2714710069525378,54.0,0.25344041724213023,55.0,0.11683483012990739,55.0,0.3067623969812401,43.0
91410,0.2960357478525497,49.0,0.2580512616382302,63.0,0.23902280456079456,74.0,0.08234439715927847,86.0,0.27681197071442226,61.0
106559,0.2152248403468229,154.0,0.2207891634863644,118.0,0.1814973376884293,161.0,0.06641275257039758,113.0,0.24289169447105977,101.0
